,Title,F,M,MovieID,Rating,No.,MovieID,Genres
3351,Thunderball (1965),3.4,3.748587571,2993,3.705445545,404,2993,Action
694,"City, The (1998)",4.5,3.25,2994,3.5,10,2994,Drama
1595,"House on Haunted Hill, The (1999)",2.333333333,2.299212598,2995,2.307917889,341,2995,Horror
2276,Music of the Heart (1999),3.507936508,3.357142857,2996,3.428571429,133,2996,Drama
336,Being John Malkovich (1999),4.159929701,4.113636364,2997,4.125390451,2241,2997,Comedy
984,Dreaming of Joseph Lees (1998),3.857142857,3.166666667,2998,3.538461538,13,2998,Romance
2070,Man of the Century (1999),,4,2999,4,4,2999,Comedy
2656,"Princess Mononoke, The (Mononoke Hime) (1997)",3.84375,4.217081851,3000,4.147826087,1035,3000,Action|Adventure|Animation
3207,"Suburbans, The (1999)",1,1.8,3001,1.666666667,6,3001,Drama
2280,My Best Fiend (Mein liebster Feind) (1999),3,3.96969697,3002,3.914285714,35,3002,Documentary
3415,Train of Life (Train De Vie) (1998),3.4,3,3003,3.25,16,3003,Comedy|Drama
255,"Bachelor, The (1999)",2.634408602,2.389937107,3004,2.48015873,504,3004,Comedy|Romance
472,"Bone Collector, The (1999)",3.474860335,3.338394794,3005,3.3765625,640,3005,Thriller
1693,"Insider, The (1999)",3.991701245,4.083981337,3006,4.058823529,884,3006,Drama
134,American Movie (1999),4.028985507,4.008849558,3007,4.013559322,295,3007,Documentary
1884,Last Night (1998),3.909090909,3.675,3008,3.725490196,51,3008,Thriller
2842,Rosetta (1999),3.777777778,3.538461538,3010,3.6,35,3010,Drama
3314,"They Shoot Horses, Don't They? (1969)",3.64,3.595959596,3011,3.610738255,149,3011,Drama
310,Battling Butler (1926),5,3.222222222,3012,3.4,10,3012,Comedy
523,Bride of Re-Animator (1990),2.428571429,2.948275862,3013,2.892307692,130,3013,Comedy|Horror
566,Bustin' Loose (1981),2.583333333,3.027027027,3014,2.918367347,49,3014,Comedy
731,Coma (1978),3.352941176,3.381818182,3015,3.375,144,3015,Thriller
785,Creepshow (1982),2.983870968,3.187012987,3016,3.158836689,447,3016,Horror
786,Creepshow 2 (1987),2.307692308,2.56043956,3017,2.528846154,104,3017,Horror
2732,Re-Animator (1985),3.40625,3.486111111,3018,3.475806452,248,3018,Horror
993,Drugstore Cowboy (1989),3.96,3.908227848,3019,3.920673077,832,3019,Crime|Drama
1104,Falling Down (1993),3.233333333,3.497695853,3020,3.452290076,1048,3020,Action|Drama
1280,"Funhouse, The (1981)",3,2.852941176,3021,2.861111111,36,3021,Horror
1303,"General, The (1927)",4.575757576,4.329479769,3022,4.368932039,206,3022,Comedy
2582,Piranha (1978),2.294117647,2.354166667,3024,2.347826087,322,3024,Horror|Sci-Fi
2846,Rough Night in Jericho (1967),4,3.230769231,3025,3.285714286,14,3025,Western
3020,Slaughterhouse (1987),,1.5,3026,1.5,8,3026,Horror
3021,Slaughterhouse 2 (1988),1,1.2,3027,1.142857143,7,3027,Horror
3266,"Taming of the Shrew, The (1967)",3.84,3.719101124,3028,3.762589928,139,3028,Comedy
2372,Nighthawks (1981),3.666666667,3.23255814,3029,3.273684211,380,3029,Action|Drama
3688,Yojimbo (1961),4.423076923,4.402116402,3030,4.404651163,645,3030,Comedy|Drama|Western
2767,Repossessed (1990),2,2.173913043,3031,2.150943396,53,3031,Comedy
2435,"Omega Man, The (1971)",3.523809524,3.541871921,3032,3.540178571,224,3032,Sci-Fi
3103,Spaceballs (1987),3.25748503,3.289617486,3033,3.283648498,1798,3033,Comedy|Sci-Fi
2808,Robin Hood (1973),3.921348315,3.681102362,3034,3.743440233,686,3034,Animation|Children's
2195,Mister Roberts (1955),4.079545455,4.168168168,3035,4.149643705,1263,3035,Comedy|Drama|War
2700,Quest for Fire (1981),2.578947368,3.309677419,3036,3.229885057,174,3036,Adventure
1941,Little Big Man (1970),3.991869919,4.057692308,3037,4.043993232,1773,3037,Comedy|Drama|Western
1093,"Face in the Crowd, A (1957)",3.933333333,4.271186441,3038,4.202702703,74,3038,Drama
3414,Trading Places (1983),3.733333333,3.854324734,3039,3.828367104,839,3039,Comedy
2125,Meatballs (1979),3.442307692,3.285171103,3040,3.311111111,315,3040,Comedy
2128,Meatballs Part II (1984),2.181818182,1.612903226,3041,1.698630137,73,3041,Comedy
2127,Meatballs III (1987),1.777777778,1.517857143,3042,1.553846154,65,3042,Comedy
2126,Meatballs 4 (1992),1.777777778,1.709677419,3043,1.725,40,3043,Comedy
864,Dead Again (1991),4.042857143,3.750670241,3044,3.855917667,1749,3044,Mystery|Romance|Thriller
2559,Peter's Friends (1992),3.212765957,3.014084507,3045,3.093220339,236,3045,Comedy|Drama
1679,"Incredibly True Adventure of Two Girls in Love, The (1995)",3.75,3.266666667,3046,3.494117647,170,3046,Comedy|Romance
1081,Experience Preferred... But Not Essential (1982),3.5,3.5625,3047,3.555555556,18,3047,Drama
3484,Under the Rainbow (1981),2.375,2.349206349,3048,2.352112676,71,3048,Comedy
1598,How I Won the War (1967),3.8,3.15625,3049,3.243243243,74,3049,Comedy|War
1930,Light It Up (1999),3.142857143,3.111111111,3050,3.125,16,3050,Drama
190,Anywhere But Here (1999),3.04,2.872093023,3051,2.950310559,161,3051,Drama
955,Dogma (1999),3.787330317,3.69140625,3052,3.712841254,989,3052,Comedy
2148,"Messenger: The Story of Joan of Arc, The (1999)",2.80952381,3.064748201,3053,3.017595308,682,3053,Drama|War
2605,Pokï¿½íon: The First Movie (1998),2.066666667,1.952830189,3054,1.977941176,272,3054,Animation|Children's
1145,Felicia's Journey (1999),3.173913043,3.474576271,3055,3.390243902,82,3055,Thriller
2494,Oxygen (1999),4,3.6,3056,3.666666667,6,3056,Thriller
3605,Where's Marlowe? (1999),,4,3057,4,2,3057,Comedy
193,"Ape, The (1940)",2,2.222222222,3058,2.166666667,24,3058,Horror|Sci-Fi
736,"Commitments, The (1991)",3.848837209,3.823834197,3060,3.831541219,1116,3060,Comedy|Drama
1552,Holiday Inn (1942),4.088495575,3.734567901,3061,3.88,550,3061,Comedy|Musical
1978,"Longest Day, The (1962)",3.411764706,4.031446541,3062,3.971590909,1056,3062,Action|Drama|War
2601,Poison Ivy (1992),2.622222222,2.765957447,3063,2.71942446,139,3063,Thriller
2603,Poison Ivy: New Seduction (1997),2.166666667,2.583333333,3064,2.5,60,3064,Thriller
3289,Ten Benny (1997),,4,3065,4,1,3065,Drama
3398,Tora! Tora! Tora! (1970),3.090909091,3.737704918,3066,3.701030928,194,3066,War
3662,Women on the Verge of a Nervous Breakdown (1988),3.934306569,3.865740741,3067,3.892351275,706,3067,Comedy|Drama
3517,"Verdict, The (1982)",3.826086957,3.87804878,3068,3.865435356,379,3068,Drama
1027,"Effect of Gamma Rays on Man-in-the-Moon Marigolds, The (1972)",3.6,3.942857143,3069,3.818181818,55,3069,Drama
57,"Adventures of Buckaroo Bonzai Across the 8th Dimension, The (1984)",3.308510638,3.402321083,3070,3.387888707,1833,3070,Adventure|Comedy|Sci-Fi
3136,Stand and Deliver (1987),3.89,3.709251101,3071,3.764525994,327,3071,Drama
2223,Moonstruck (1987),4.011428571,3.662974684,3072,3.787169043,982,3072,Comedy
2882,"Sandpiper, The (1965)",2.9,3.391304348,3073,3.242424242,66,3073,Drama|Romance
1752,Jeremiah Johnson (1972),3.764705882,3.792553191,3074,3.788288288,222,3074,Western
2768,Repulsion (1965),4.2,3.925925926,3075,3.985507246,69,3075,Thriller
1706,Irma la Douce (1963),3.741935484,3.693548387,3076,3.709677419,93,3076,Comedy
26,42 Up (1998),3.966666667,4.362068966,3077,4.227272727,88,3077,Documentary
1920,Liberty Heights (1999),3.615384615,3.669902913,3078,3.651612903,155,3078,Drama
2082,Mansfield Park (1999),4.027027027,3.732394366,3079,3.882758621,145,3079,Drama
3030,Sleepy Hollow (1999),3.501818182,3.522123894,3081,3.516885553,2132,3081,Horror|Romance
3672,"World Is Not Enough, The (1999)",3.3375,3.388888889,3082,3.379350348,1724,3082,Action|Thriller
106,All About My Mother (Todo Sobre Mi Madre) (1999),4.333333333,3.944,3083,4.086294416,788,3083,Comedy|Drama
1562,Home Page (1999),,3.5,3084,3.5,2,3084,Documentary
1962,"Living Dead Girl, The (La Morte Vivante) (1982)",,2.5,3085,2.5,2,3085,Horror
2086,March of the Wooden Soldiers (a.k.a. Laurel & Hardy in Toyland) (1934),3.133333333,3.681818182,3086,3.580246914,81,3086,Comedy
2913,Scrooged (1988),3.504672897,3.471882641,3087,3.478682171,516,3087,Comedy
1482,Harvey (1950),4.161016949,4.054621849,3088,4.08988764,356,3088,Comedy
375,"Bicycle Thief, The (Ladri di biciclette) (1948)",4.407407407,4.343434343,3089,4.357142857,252,3089,Drama
2109,Matewan (1987),4.358974359,4.079710145,3090,4.141242938,177,3090,Drama
1794,Kagemusha (1980),4.421052632,4.262295082,3091,4.283687943,282,3091,Drama|War
675,Chushingura (1962),3,4.111111111,3092,4,20,3092,Drama
2120,McCabe & Mrs. Miller (1971),3.829268293,3.664670659,3093,3.697115385,416,3093,Drama|Western
2113,Maurice (1987),3.911111111,3.803571429,3094,3.851485149,202,3094,Drama|Romance
1400,"Grapes of Wrath, The (1940)",4.088888889,4.150259067,3095,4.134357006,521,3095,Drama
2303,My Man Godfrey (1957),3.875,4,3096,3.956989247,93,3096,Comedy
2982,"Shop Around the Corner, The (1940)",4.102803738,3.96969697,3097,4.038834951,412,3097,Comedy|Romance
2329,"Natural, The (1984)",3.691666667,3.871495327,3098,3.832116788,548,3098,Drama
2964,Shampoo (1975),3.147727273,3.281081081,3099,3.238095238,546,3099,Comedy|Romance
2799,"River Runs Through It, A (1992)",3.661202186,3.795454545,3100,3.756019262,623,3100,Drama
1128,Fatal Attraction (1987),3.668049793,3.670231729,3101,3.66957606,802,3101,Thriller
1734,Jagged Edge (1985),3.662162162,3.635294118,3102,3.643442623,244,3102,Thriller
3138,Stanley & Iris (1990),3.114285714,3,3103,3.058823529,136,3103,Drama|Romance
2163,Midnight Run (1988),3.927927928,3.844036697,3104,3.85620915,3060,3104,Action|Adventure|Comedy|Crime
239,Awakenings (1990),3.88,3.731868132,3105,3.780882353,680,3105,Drama
732,Come See the Paradise (1990),3.111111111,3.3125,3106,3.24,50,3106,Drama|Romance
262,Backdraft (1991),3.415300546,3.447521866,3107,3.440736479,1738,3107,Action|Drama
1173,"Fisher King, The (1991)",3.578181818,3.646268657,3108,3.626455026,2835,3108,Comedy|Drama|Romance
2801,"River, The (1984)",3.555555556,3.086956522,3109,3.21875,64,3109,Drama
773,Country (1984),3.666666667,3.291666667,3110,3.393939394,33,3110,Drama
2586,Places in the Heart (1984),3.848837209,3.598425197,3111,3.699530516,213,3111,Drama
1,'Night Mother (1986),3.388888889,3.352941176,3112,3.371428571,70,3112,Drama
1040,End of Days (1999),2.582417582,2.638477801,3113,2.629432624,1128,3113,Action|Thriller
3412,Toy Story 2 (1999),4.208237986,4.222996516,3114,4.218927445,4755,3114,Animation|Children's|Comedy
1182,Flawless (1999),3.382352941,3.065789474,3115,3.163636364,110,3115,Drama
2188,Miss Julie (1999),2.8,2.666666667,3116,2.727272727,11,3116,Drama
2792,Ride with the Devil (1999),3.052631579,3.388888889,3117,3.301369863,219,3117,Drama|Romance|War
3446,Tumbleweeds (1999),3.518518519,3.538461538,3118,3.53030303,66,3118,Drama
311,Bay of Blood (Reazione a catena) (1971),1,2,3119,1.666666667,3,3119,Horror
944,"Distinguished Gentleman, The (1992)",3.047619048,3.009174312,3120,3.015384615,130,3120,Comedy
1550,"Hitch-Hiker, The (1953)",3.333333333,3.6,3121,3.555555556,18,3121,Film-Noir
2886,Santa Fe Trail (1940),3.6,3.263157895,3122,3.379310345,87,3122,Drama|Romance|Western
3125,Spring Fever USA (a.k.a. Lauderdale) (1989),1,1,3123,1,3,3123,Comedy
73,Agnes Browne (1999),3.571428571,2.923076923,3124,3.323529412,68,3124,Comedy|Drama
1043,"End of the Affair, The (1999)",3.543209877,3.495798319,3125,3.515,200,3125,Drama
1042,"End of the Affair, The (1955)",4,4,3126,4,3,3126,Drama
1557,Holy Smoke (1999),3.421052632,3.135135135,3127,3.232142857,56,3127,Drama
2083,"Map of the World, A (1999)",3.714285714,3.266666667,3128,3.450980392,51,3128,Drama
3241,Sweet and Lowdown (1999),3.646341463,3.723300971,3129,3.701388889,576,3129,Comedy|Drama
473,Bonfire of the Vanities (1990),2.517241379,2.325842697,3130,2.372881356,118,3130,Comedy
534,Broadway Damage (1997),3,4,3131,3.5,2,3131,Comedy
830,Daddy Long Legs (1919),3.708333333,3.5,3132,3.631578947,38,3132,Comedy
1352,Go West (1925),3.916666667,3.633333333,3133,3.714285714,42,3133,Comedy
1397,"Grand Illusion (Grande illusion, La) (1937)",4.56097561,4.266129032,3134,4.339393939,330,3134,Drama|War
1415,"Great Santini, The (1979)",3.972972973,3.943037975,3135,3.948717949,195,3135,Drama
1738,"James Dean Story, The (1957)",4,1,3136,3,3,3136,Documentary
2914,"Sea Wolves, The (1980)",4,3.8,3137,3.8125,32,3137,Action|War
3166,Stealing Home (1988),3.407407407,3.051282051,3138,3.196969697,66,3138,Drama
3277,Tarzan the Fearless (1933),3.5,3.133333333,3139,3.176470588,34,3139,Action|Adventure
3337,"Three Ages, The (1923)",4,3.375,3140,3.444444444,9,3140,Comedy
3464,"Two Jakes, The (1990)",2.777777778,3.094339623,3141,3.048387097,62,3141,Drama
3474,U2: Rattle and Hum (1988),3.28,3.40952381,3142,3.384615385,260,3142,Documentary|Musical
1514,Hell in the Pacific (1968),,3.696969697,3143,3.696969697,66,3143,Drama|War
1340,"Glass Bottom Boat, The (1966)",3.368421053,3.2,3144,3.265306122,98,3144,Comedy|Romance
779,"Cradle Will Rock, The (1999)",3.217391304,3.437125749,3145,3.359073359,259,3145,Drama
916,Deuce Bigalow: Male Gigolo (1999),2.597222222,2.813559322,3146,2.762987013,308,3146,Comedy
1419,"Green Mile, The (1999)",4.159722222,4.153104925,3147,4.154664484,2444,3147,Drama|Thriller
677,"Cider House Rules, The (1999)",3.98630137,3.93699187,3148,3.952180028,711,3148,Drama
926,Diamonds (1999),1,2.625,3149,2.444444444,9,3149,Mystery
3555,"War Zone, The (1999)",3.692307692,3.680851064,3150,3.683333333,60,3150,Drama
298,"Bat Whispers, The (1930)",,2,3151,2,3,3151,Crime|Drama|Mystery
1885,"Last Picture Show, The (1971)",3.818181818,4.022556391,3152,3.971751412,354,3152,Drama
29,"7th Voyage of Sinbad, The (1958)",3.409090909,3.658878505,3153,3.61627907,774,3153,Action|Adventure|Fantasy
441,Blood on the Sun (1945),,3.5,3154,3.5,16,3154,Drama|War
181,Anna and the King (1999),3.620689655,3.255319149,3155,3.414414414,666,3155,Drama|Romance
374,Bicentennial Man (1999),2.901098901,2.907534247,3156,2.906005222,1149,3156,Comedy|Drama|Sci-Fi
3201,Stuart Little (1999),3.3,3.070588235,3157,3.15,1040,3157,Children's|Comedy
1036,"Emperor and the Assassin, The (Jing ke ci qin wang) (1999)",4,3.529411765,3158,3.636363636,44,3158,Drama
1112,Fantasia 2000 (1999),3.899224806,3.768518519,3159,3.805739514,1359,3159,Animation|Children's|Musical
2045,Magnolia (1999),3.768707483,3.938949939,3160,3.893980234,1113,3160,Drama
2459,Onegin (1999),3.692307692,3,3161,3.473684211,19,3161,Drama
2995,Simpatico (1999),3,2.3125,3162,2.476190476,42,3162,Comedy|Drama
3397,Topsy-Turvy (1999),3.463917526,3.816425121,3163,3.703947368,304,3163,Drama
117,"Alley Cats, The (1968)",4,,3164,4,1,3164,Drama
471,Boiling Point (1993),3.4,2.553571429,3165,2.62295082,122,3165,Action|Drama
520,Brenda Starr (1989),1.5,1,3166,1.166666667,6,3166,Adventure
599,Carnal Knowledge (1971),3.658536585,3.624,3167,3.63253012,166,3167,Drama
1015,Easy Rider (1969),3.642857143,3.803617571,3168,3.771134021,970,3168,Adventure|Drama
1100,"Falcon and the Snowman, The (1984)",3.404761905,3.535545024,3169,3.513833992,253,3169,Drama
2835,Room at the Top (1959),3.875,3.941176471,3171,3.92,25,3171,Drama
3477,Ulysses (Ulisse) (1954),,5,3172,5,1,3172,Adventure
189,Any Given Sunday (1999),3.072916667,3.139534884,3173,3.126293996,483,3173,Drama
2073,Man on the Moon (1999),3.369458128,3.520119225,3174,3.485125858,1748,3174,Comedy|Drama
1288,Galaxy Quest (1999),3.901554404,3.733979136,3175,3.771412037,5184,3175,Adventure|Comedy|Sci-Fi
3257,"Talented Mr. Ripley, The (1999)",3.544152745,3.484649123,3176,3.503380917,3993,3176,Drama|Mystery|Thriller
2354,Next Friday (1999),2.217391304,2.662068966,3177,2.601190476,168,3177,Comedy
1618,"Hurricane, The (1999)",3.990384615,3.812345679,3178,3.848722986,509,3178,Drama
174,Angela's Ashes (1999),3.4125,3.413793103,3179,3.413333333,225,3179,Drama
2590,Play it to the Bone (1999),1.727272727,2.288135593,3180,2.2,140,3180,Comedy|Drama
3375,Titus (1999),3.810810811,3.682539683,3181,3.711656442,163,3181,Drama
2234,Mr. Death: The Rise and Fall of Fred A. Leuchter Jr. (1999),3.896551724,3.978947368,3182,3.959677419,124,3182,Documentary
3326,"Third Miracle, The (1999)",3.8,3.571428571,3183,3.622222222,45,3183,Drama
2215,Montana (1998),,3,3184,3,20,3184,Action|Comedy|Crime|Drama
3054,Snow Falling on Cedars (1999),3.482014388,3.374517375,3185,3.412060302,398,3185,Drama
1336,"Girl, Interrupted (1999)",3.607361963,3.399253731,3186,3.477958237,431,3186,Drama
3417,Trans (1998),,3,3187,3,3,3187,Drama
1925,"Life and Times of Hank Greenberg, The (1998)",3.222222222,3.8,3188,3.703703704,54,3188,Documentary
2288,My Dog Skip (1999),3.71875,3.607843137,3189,3.643333333,300,3189,Comedy
3229,Supernova (2000),1.842105263,2.190140845,3190,2.149068323,322,3190,Adventure|Sci-Fi
3297,"Terrorist, The (Malli) (1998)",4.333333333,4,3192,4.083333333,24,3192,Drama
3565,"Way We Were, The (1973)",3.475,3.207142857,3194,3.304545455,220,3194,Drama
3133,Stalag 17 (1953),4.104477612,4.25382263,3196,4.228426396,788,3196,Drama|War
2641,"Presidio, The (1988)",3.547619048,3.253588517,3197,3.302788845,251,3197,Action
2509,Papillon (1973),3.849056604,4.117647059,3198,4.073846154,325,3198,Drama
2499,Pal Joey (1957),3.333333333,3.357142857,3199,3.347222222,216,3199,Comedy|Musical|Romance
1880,"Last Detail, The (1973)",3.774193548,3.865248227,3200,3.848837209,344,3200,Comedy|Drama
1176,Five Easy Pieces (1970),4.043956044,3.921641791,3201,3.95264624,359,3201,Drama
1063,Even Dwarfs Started Small (Auch Zwerge haben klein angefangen) (1971),,1,3202,1,1,3202,Drama
865,Dead Calm (1989),3.804347826,3.649382716,3203,3.67806841,497,3203,Thriller
498,"Boys from Brazil, The (1978)",3.871794872,3.612121212,3204,3.661764706,204,3204,Thriller
416,Black Sunday (La Maschera Del Demonio) (1960),,2.25,3205,2.25,4,3205,Horror
71,Against All Odds (1984),3.363636364,3.191011236,3206,3.248120301,133,3206,Romance
3057,"Snows of Kilimanjaro, The (1952)",3,3.333333333,3207,3.2,5,3207,Adventure
1966,Loaded Weapon 1 (1993),2.684210526,2.774336283,3208,2.761363636,528,3208,Action|Comedy
2019,"Loves of Carmen, The (1948)",1,,3209,1,1,3209,Drama
1125,Fast Times at Ridgemont High (1982),3.706185567,3.874277457,3210,3.837471783,886,3210,Comedy
812,"Cry in the Dark, A (1988)",3.393939394,3.636363636,3211,3.515151515,66,3211,Drama
483,Born to Win (1971),,2.5,3212,2.5,2,3212,Drama
304,Batman: Mask of the Phantasm (1993),3.285714286,3.598039216,3213,3.560344828,464,3213,Animation|Children's
130,American Flyers (1985),3.611111111,3.265822785,3214,3.329896907,97,3214,Drama
3536,Voyage of the Damned (1976),3.5,3.111111111,3215,3.181818182,11,3215,Drama
3509,Vampyros Lesbos (Las Vampiras) (1970),,3.333333333,3216,3.333333333,3,3216,Horror
3139,"Star Is Born, A (1937)",3.594594595,3.185185185,3217,3.351648352,91,3217,Drama
2600,Poison (1991),2.714285714,3.32,3218,3.1875,32,3218,Drama
2495,Pacific Heights (1990),3.306930693,3.239884393,3219,3.255033557,447,3219,Thriller
2365,Night Tide (1961),,2,3220,2,1,3220,Drama
980,"Draughtsman's Contract, The (1982)",4.428571429,3.090909091,3221,3.413793103,29,3221,Drama
597,Carmen (1984),4,4.263157895,3222,4.166666667,30,3222,Drama
3701,"Zed & Two Noughts, A (1985)",3.5,3.380952381,3223,3.413793103,29,3223,Drama
3659,Woman in the Dunes (Suna no onna) (1964),3.964285714,4.102040816,3224,4.051948052,77,3224,Drama
973,Down to You (2000),2.596491228,2.769230769,3225,2.68852459,244,3225,Comedy|Romance
3646,Wirey Spindell (1999),1,1,3228,1,2,3228,Comedy
185,Another Man's Poison (1952),,4,3229,4,2,3229,Crime|Drama
2423,"Odessa File, The (1974)",3.2,3.735294118,3230,3.666666667,78,3230,Thriller
2938,Seven Chances (1925),4.5,3.666666667,3232,4,5,3232,Comedy
3044,Smashing Time (1967),,5,3233,5,2,3233,Comedy
3602,Where the Buffalo Roam (1980),3.428571429,2.953125,3235,3,71,3235,Comedy
3700,Zachariah (1971),,3.5,3236,3.5,2,3236,Western
1806,Kestrel's Eye (Falkens ï¿½ça) (1998),,1,3237,1,1,3237,Documentary
1085,Eye of the Beholder (1999),2.181818182,2.115789474,3238,2.134831461,267,3238,Thriller
1712,Isn't She Great? (2000),2.153846154,2.5,3239,2.378378378,37,3239,Comedy
393,"Big Tease, The (1999)",3.727272727,3.045454545,3240,3.272727273,33,3240,Comedy
817,"Cup, The (Phï¿½òpa) (1999)",3.75,3.634146341,3241,3.666666667,57,3241,Comedy
2888,Santitos (1997),4,3.5,3242,3.666666667,3,3242,Comedy
1039,Encino Man (1992),2.542857143,2.488789238,3243,2.501706485,293,3243,Comedy
1383,"Goodbye Girl, The (1977)",3.810344828,3.631067961,3244,3.695652174,644,3244,Comedy|Romance
1622,I Am Cuba (Soy Cuba/Ya Kuba) (1964),5,4.75,3245,4.8,5,3245,Drama
2051,Malcolm X (1992),3.921052632,3.897506925,3246,3.903157895,475,3246,Drama
3006,Sister Act (1992),3.384279476,3.054919908,3247,3.168168168,1332,3247,Comedy|Crime
3007,Sister Act 2: Back in the Habit (1993),2.741935484,2.45,3248,2.53960396,202,3248,Comedy
1459,"Hand That Rocks the Cradle, The (1992)",3.142857143,3.132231405,3249,3.135294118,340,3249,Thriller
104,Alive (1993),3.469387755,3.376865672,3250,3.401639344,366,3250,Drama
74,Agnes of God (1985),3.534883721,3.244897959,3251,3.380434783,552,3251,Drama|Mystery
2900,Scent of a Woman (1992),3.549707602,3.786458333,3252,3.713513514,555,3252,Drama
3567,Wayne's World (1992),3.464285714,3.646428571,3253,3.600892857,1120,3253,Comedy
3568,Wayne's World 2 (1993),2.786516854,2.909883721,3254,2.884526559,433,3254,Comedy
1904,"League of Their Own, A (1992)",3.865497076,3.595772787,3255,3.679708826,2198,3255,Comedy|Drama
2529,Patriot Games (1992),3.675824176,3.765517241,3256,3.75,2104,3256,Action|Thriller
468,"Bodyguard, The (1992)",2.994974874,2.796252927,3257,2.85942492,2504,3257,Action|Drama|Romance|Thriller
879,Death Becomes Her (1992),2.747663551,2.754310345,3258,2.752212389,339,3258,Comedy
1118,Far and Away (1992),3.356687898,3.37804878,3259,3.369727047,806,3259,Drama|Romance
1604,Howards End (1992),3.829787234,3.664383562,3260,3.729166667,480,3260,Drama
3004,Singles (1992),3.605442177,3.418439716,3261,3.482517483,1287,3261,Comedy|Drama|Romance
3458,Twin Peaks: Fire Walk with Me (1992),2.916666667,2.984251969,3262,2.969325153,326,3262,Drama|Mystery
3612,White Men Can't Jump (1992),3.028776978,3.231060606,3263,3.188905547,667,3263,Comedy
556,Buffy the Vampire Slayer (1992),3.176,3.064599483,3264,3.091796875,1024,3264,Comedy|Horror
1476,Hard-Boiled (Lashou shentan) (1992),4.259259259,4.126666667,3265,4.137614679,654,3265,Action|Crime
2057,Man Bites Dog (C'est arrivï¿ prï¿½ó de chez vous) (1992),3.458333333,3.692307692,3266,3.655844156,616,3266,Action|Comedy|Crime|Drama
2088,"Mariachi, El (1992)",3.563380282,3.708737864,3267,3.6873706,966,3267,Action|Thriller
3182,Stop! Or My Mom Will Shoot (1992),1.794871795,1.778571429,3268,1.782122905,358,3268,Action|Comedy
1224,Forever Young (1992),3.337662338,3.139318885,3269,3.203354298,1431,3269,Adventure|Romance|Sci-Fi
824,"Cutting Edge, The (1992)",3.340425532,3.235849057,3270,3.285,200,3270,Drama
2425,Of Mice and Men (1992),3.904761905,3.827868852,3271,3.847560976,328,3271,Drama
266,Bad Lieutenant (1992),2.904761905,3.246666667,3272,3.204678363,342,3272,Crime|Drama
2910,Scream 3 (2000),2.803030303,2.712359551,3273,2.733102253,1731,3273,Horror|Mystery|Thriller
3003,Single White Female (1992),3.234042553,3.072674419,3274,3.107305936,438,3274,Action
478,"Boondock Saints, The (1999)",3.545454545,3.62962963,3275,3.619565217,184,3275,Action|Comedy
1437,Gun Shy (2000),2.3,2.75,3276,2.652173913,46,3276,Comedy
345,Beloved/Friend (Amigo/Amado) (1999),,4,3277,4,1,3277,Drama
249,"Baby, The (1973)",,5,3280,5,1,3280,Horror
507,"Brandon Teena Story, The (1998)",3.964285714,4.142857143,3281,4.040816327,49,3281,Documentary
933,Different for Girls (1996),3.75,3.666666667,3282,3.7,10,3282,Comedy
2180,Minnie and Moskowitz (1971),3.333333333,3.5,3283,3.466666667,15,3283,Action
3313,They Might Be Giants (1971),3.8,3.7,3284,3.733333333,90,3284,Comedy|Romance
313,"Beach, The (2000)",2.622807018,2.731391586,3285,2.70212766,846,3285,Adventure|Drama
3053,Snow Day (2000),2.454545455,2.123595506,3286,2.213114754,122,3286,Comedy
3357,"Tigger Movie, The (2000)",2.945945946,2.641304348,3287,2.728682171,258,3287,Animation|Children's
771,Cotton Mary (1999),3,3,3288,3,4,3288,Drama
2404,Not One Less (Yi ge dou bu neng shao) (1999),3.5,3.888888889,3289,3.769230769,52,3289,Drama
3062,Soft Toilet Seats (1999),3,,3290,3,1,3290,Comedy
3432,Trois (2000),,2,3291,2,1,3291,Thriller
381,"Big Combo, The (1955)",5,3.6,3292,3.833333333,6,3292,Film-Noir
743,Conceiving Ada (1997),3.333333333,3.5,3293,3.4,10,3293,Drama|Sci-Fi
1017,Eaten Alive (1976),,2.5,3294,2.5,2,3294,Horror
2715,Raining Stones (1993),,3.5,3295,3.5,2,3295,Drama
3383,To Sir with Love (1967),4,3.686567164,3296,3.793103448,203,3296,Drama
3650,With Byrd at the South Pole (1930),,2,3297,2,1,3297,Documentary
470,Boiler Room (2000),3.32173913,3.492631579,3298,3.459322034,590,3298,Drama
1463,Hanging Up (2000),2.397727273,2.193181818,3299,2.295454545,352,3299,Comedy|Drama
2584,Pitch Black (2000),3.25,3.30952381,3300,3.300738007,1084,3300,Action|Sci-Fi
3619,"Whole Nine Yards, The (2000)",3.296551724,3.404814004,3301,3.378737542,1204,3301,Comedy|Crime
321,Beautiful People (1999),3.3,3.363636364,3302,3.339622642,53,3302,Comedy
417,Black Tar Heroin: The Dark End of the Street (1999),4,3.25,3303,3.5,6,3303,Documentary
451,Blue Collar (1978),3.4,3.588235294,3304,3.571428571,112,3304,Crime|Drama
458,Bluebeard (1944),4,4,3305,4,4,3305,Film-Noir|Horror
683,"Circus, The (1928)",4,3.952380952,3306,3.958333333,24,3306,Comedy
688,City Lights (1931),4.452054795,4.363636364,3307,4.387453875,813,3307,Comedy|Drama|Romance
1179,"Flamingo Kid, The (1984)",3.131578947,3.220183486,3308,3.197278912,588,3308,Comedy|Drama
954,"Dog's Life, A (1920)",3,3.8,3309,3.666666667,24,3309,Comedy
